id,univ_type,univ_name,yr_lvl,acad_stat,course,pl_mod,gender,active,A_preference,reflective,R_preference,sensing,S_preference,intuitive,I_preference,visual,Vi_preference,verbal,Ve_preference,sequential,Se_preference,global,G_preference,LS,AR,SI,VV,SG,AR_pref,SI_pref,VV_pref,SG_pref,Learning Style Result,Detected Dimension,Teaching Strategies
316,1,earist,2,1,it,3,1,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,1,Low,"1,0,5,0,9,0,0,1",1,1,1,2,Low,Moderate,High,Low,VV,Input,Interactive code
317,1,earist,2,1,it,3,1,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,"7,0,0,3,3,0,0,5",1,2,1,2,Moderate,Low,Low,Moderate,AR,Processing,Hands-On Labs
318,1,earist,2,1,it,3,1,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,"9,0,7,0,0,1,5,0",1,1,2,1,High,Moderate,Low,Moderate,AR,Processing,Collaborative Projects
319,1,earist,2,1,it,1,1,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,3,Low,0,Not Prefer,3,Low,0,Not Prefer,"5,0,0,3,3,0,3,0",1,2,1,1,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
320,1,earist,2,1,it,2,1,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,"0,5,5,0,9,0,7,0",2,1,1,1,Moderate,Moderate,High,Moderate,VV,Input,Interactive code
321,2,earist,2,1,it,3,1,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,0,Not Prefer,1,Low,"5,0,1,0,3,0,0,1",1,1,1,2,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
322,1,earist,3,1,it,1,1,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,"9,0,7,0,0,3,5,0",1,1,2,1,High,Moderate,Low,Moderate,AR,Processing,Collaborative Projects
323,1,earist,2,1,it,1,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,3,Low,"0,1,3,0,1,0,0,3",2,1,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
324,1,earist,2,1,it,3,1,0,Not Prefer,3,Low,9,High,0,Not Prefer,0,Not Prefer,1,Low,3,Low,0,Not Prefer,"0,3,9,0,0,1,3,0",2,1,2,1,Low,High,Low,Low,SI,Perception,Practical Lab
325,2,earist,2,1,it,3,1,0,Not Prefer,1,Low,1,Low,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,"0,1,1,0,0,3,0,7",2,1,2,2,Low,Low,Low,Moderate,SG,Understanding,Holistic-Problem Solving
326,1,earist,2,1,it,3,1,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,"0,1,0,1,0,1,0,5",2,2,2,2,Low,Low,Low,Moderate,SG,Understanding,Holistic-Problem Solving
327,1,earist,3,1,it,1,2,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,9,High,"3,0,7,0,1,0,0,9",1,1,1,2,Low,Moderate,Low,High,SG,Understanding,Integrated Projects
328,1,earist,3,1,it,3,2,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"0,5,7,0,5,0,5,0",2,1,1,1,Moderate,Moderate,Moderate,Moderate,AR,Processing,Concept Mapping
329,1,earist,2,1,it,3,1,0,Not Prefer,3,Low,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,"0,3,7,0,3,0,5,0",2,1,1,1,Low,Moderate,Low,Moderate,SI,Perception,Step-by-step Coding
330,1,earist,2,1,it,3,1,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,3,Low,0,Not Prefer,"7,0,7,0,9,0,3,0",1,1,1,1,Moderate,Moderate,High,Low,VV,Input,Interactive code
331,1,earist,2,1,it,3,1,0,Not Prefer,3,Low,0,Not Prefer,3,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,"0,3,0,3,0,3,0,1",2,2,2,2,Low,Low,Low,Low,AR,Processing,Group Coding
332,1,earist,2,1,it,2,1,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,3,Low,"0,3,5,0,1,0,0,3",2,1,1,2,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
333,1,earist,2,1,it,3,1,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,"0,5,0,7,3,0,5,0",2,2,1,1,Moderate,Moderate,Low,Moderate,AR,Processing,Concept Mapping
334,1,earist,2,1,it,1,1,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"5,0,1,0,1,0,3,0",1,1,1,1,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
335,1,earist,2,1,it,3,1,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,1,Low,0,Not Prefer,"7,0,7,0,0,3,1,0",1,1,2,1,Moderate,Moderate,Low,Low,AR,Processing,Hands-On Labs
336,1,earist,2,1,it,1,1,3,Low,0,Not Prefer,9,High,0,Not Prefer,3,Low,0,Not Prefer,0,Not Prefer,1,Low,"3,0,9,0,3,0,0,1",1,1,1,2,Low,High,Low,Low,SI,Perception,Practical Lab
337,1,earist,2,1,it,3,1,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,"0,7,0,1,0,3,0,7",2,2,2,2,Moderate,Low,Low,Moderate,AR,Processing,Concept Mapping
338,1,earist,2,1,it,3,1,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"0,5,7,0,1,0,0,1",2,1,1,2,Moderate,Moderate,Low,Low,AR,Processing,Concept Mapping
339,1,earist,2,1,it,2,1,0,Not Prefer,5,Moderate,9,High,0,Not Prefer,0,Not Prefer,3,Low,3,Low,0,Not Prefer,"0,5,9,0,0,3,3,0",2,1,2,1,Moderate,High,Low,Low,SI,Perception,Practical Lab
340,1,earist,2,1,it,3,1,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,9,High,0,Not Prefer,1,Low,0,Not Prefer,"0,1,0,7,9,0,1,0",2,2,1,1,Low,Moderate,High,Low,VV,Input,Interactive code
341,1,earist,2,1,it,1,2,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"5,0,7,0,7,0,0,1",1,1,1,2,Moderate,Moderate,Moderate,Low,AR,Processing,Hands-On Labs
342,1,earist,2,1,it,2,1,0,Not Prefer,7,Moderate,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,7,5,0,1,0,1,0",2,1,1,1,Moderate,Moderate,Low,Low,AR,Processing,Concept Mapping
343,1,earist,2,1,it,2,2,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,1,Low,0,Not Prefer,"1,0,7,0,0,1,1,0",1,1,2,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
344,1,earist,2,1,it,3,2,1,Low,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"1,0,3,0,5,0,5,0",1,1,1,1,Low,Low,Moderate,Moderate,VV,Input,Visual Code Flowcharts
345,1,earist,2,1,it,3,1,7,Moderate,0,Not Prefer,11,High,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,"7,0,11,0,7,0,7,0",1,1,1,1,Moderate,High,Moderate,Moderate,SI,Perception,Practical Lab
346,1,earist,2,1,it,3,2,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,,3,Low,1,Low,0,Not Prefer,"3,0,5,0,0,3,1,0",1,1,2,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
347,1,earist,2,1,it,1,1,1,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,3,Low,"1,0,3,0,1,0,0,3",1,1,1,2,Low,Low,Low,Low,AR,Processing,Individual Learning
348,1,earist,2,1,it,1,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,"0,1,3,0,1,0,5,0",2,1,1,1,Low,Low,Low,Moderate,SG,Understanding,Structured Outlines
349,1,earist,2,1,it,3,1,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,"7,0,7,0,1,0,5,0",1,1,1,1,Moderate,Moderate,Low,Moderate,AR,Processing,Hands-On Labs
350,1,earist,2,1,it,3,2,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,"5,0,9,0,5,0,9,0",1,1,1,1,Moderate,High,Moderate,High,SI,Perception,Practical Lab
351,1,earist,2,1,it,3,1,0,Not Prefer,3,Low,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,3,0,1,5,0,1,0",2,2,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
352,1,earist,2,1,it,1,1,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,"7,0,0,3,0,3,5,0",1,2,2,1,Moderate,Low,Low,Moderate,AR,Processing,Hands-On Labs
353,1,earist,2,1,it,1,1,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,1,Low,"1,0,1,0,0,1,0,1",1,1,2,2,Low,Low,Low,Low,AR,Processing,Individual Learning
354,1,earist,2,1,it,2,2,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"1,0,5,0,7,0,0,3",1,1,1,2,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
355,1,earist,4,2,it,2,2,1,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"1,0,3,0,1,0,0,1",1,1,1,2,Low,Low,Low,Low,AR,Processing,Individual Learning
356,1,earist,4,1,cs,3,2,0,Not Prefer,1,Low,0,Not Prefer,1,Low,3,Low,0,Not Prefer,0,Not Prefer,3,Low,"0,1,0,1,3,0,0,3",2,2,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
357,1,earist,2,1,it,2,1,3,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,"3,0,3,0,1,0,1,0",1,1,1,1,Low,Low,Low,Low,AR,Processing,Individual Learning
358,1,earist,4,1,cs,3,2,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"5,0,0,3,7,0,1,0",1,2,1,1,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
359,1,earist,4,1,cs,3,1,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,3,Low,0,Not Prefer,"7,0,5,0,9,0,3,0",1,1,1,1,Moderate,Moderate,High,Low,VV,Input,Interactive code
360,1,earist,4,2,cs,3,1,0,Not Prefer,1,Low,1,Low,0,Not Prefer,0,Not Prefer,3,Low,1,Low,0,Not Prefer,"0,1,1,0,0,3,1,0",2,1,2,1,Low,Low,Low,Low,AR,Processing,Group Coding
361,1,earist,4,2,cs,3,1,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"7,0,3,0,5,0,0,1",1,1,1,2,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
362,1,earist,4,1,cs,2,2,3,Low,0,Not Prefer,1,Low,0,Not Prefer,11,High,0,Not Prefer,0,Not Prefer,1,Low,"3,0,1,0,11,0,0,1",1,1,1,2,Low,Low,High,Low,VV,Input,Interactive code
363,1,earist,2,1,it,3,1,1,Low,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"1,0,3,0,7,0,1,0",1,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
364,1,earist,2,1,it,3,1,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,11,High,0,Not Prefer,0,Not Prefer,1,Low,"5,0,0,3,11,0,0,1",1,2,1,2,Moderate,Low,High,Low,VV,Input,Interactive code
365,1,earist,4,1,cs,3,1,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,3,Low,0,Not Prefer,"1,0,1,0,3,0,3,0",1,1,1,1,Low,Low,Low,Low,AR,Processing,Individual Learning
366,1,earist,2,1,it,3,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,"0,1,3,0,0,1,0,5",2,1,2,2,Low,Low,Low,Moderate,SG,Understanding,Holistic-Problem Solving
367,1,earist,4,1,cs,3,1,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,"0,1,0,3,0,5,5,0",2,2,2,1,Low,Low,Moderate,Moderate,VV,Input,Reading and Explaining
368,1,earist,3,2,it,2,1,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"5,0,5,0,5,0,1,0",1,1,1,1,Moderate,Moderate,Moderate,Low,AR,Processing,Hands-On Labs
369,1,earist,3,2,it,3,1,3,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,"3,0,1,0,0,5,0,1",1,1,2,2,Low,Low,Moderate,Low,VV,Input,Reading and Explaining
370,1,earist,2,1,cs,3,1,9,High,0,Not Prefer,9,High,0,Not Prefer,9,High,0,Not Prefer,11,High,0,Not Prefer,"9,0,9,0,9,0,11,0",1,1,1,1,High,High,High,High,AR,Processing,Collaborative Projects
371,1,earist,4,1,cs,3,2,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,1,Low,0,Not Prefer,"0,3,5,0,9,0,1,0",2,1,1,1,Low,Moderate,High,Low,VV,Input,Interactive code
372,1,earist,4,1,cs,3,2,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,3,Low,0,Not Prefer,"0,1,0,1,0,1,3,0",2,2,2,1,Low,Low,Low,Low,AR,Processing,Group Coding
373,1,earist,2,1,cs,2,1,0,Not Prefer,1,Low,0,Not Prefer,1,Low,3,Low,0,Not Prefer,0,Not Prefer,3,Low,"0,1,0,1,3,0,0,3",2,2,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
374,1,earist,4,1,cs,1,2,0,Not Prefer,1,Low,3,Low,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,3,Low,"0,1,3,0,0,3,0,3",2,1,2,2,Low,Low,Low,Low,AR,Processing,Group Coding
375,1,earist,4,1,cs,2,1,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"5,0,0,3,1,0,3,0",1,2,1,1,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
376,1,earist,4,2,it,3,2,0,Not Prefer,1,Low,0,Not Prefer,1,Low,9,High,0,Not Prefer,0,Not Prefer,5,Moderate,"0,1,0,1,9,0,0,5",2,2,1,2,Low,Low,High,Moderate,VV,Input,Interactive code
377,1,earist,4,1,it,3,2,0,Not Prefer,1,Low,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,3,Low,"0,1,1,0,1,0,0,3",2,1,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
378,1,earist,2,1,it,3,2,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"0,5,5,0,7,0,3,0",2,1,1,1,Moderate,Moderate,Moderate,Low,AR,Processing,Concept Mapping
379,1,earist,2,1,it,3,1,3,Low,0,Not Prefer,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,"3,0,3,0,0,5,0,5",1,1,2,2,Low,Low,Moderate,Moderate,VV,Input,Reading and Explaining
380,1,earist,3,1,it,2,1,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,1,Low,"3,0,0,5,0,3,0,1",1,2,2,2,Low,Moderate,Low,Low,SI,Perception,Coding Pattern
381,1,earist,3,1,it,3,1,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,1,Low,0,Not Prefer,"5,0,3,0,0,5,1,0",1,1,2,1,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
382,1,earist,2,1,it,3,2,0,Not Prefer,3,Low,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,3,7,0,5,0,1,0",2,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
383,1,earist,2,1,it,1,2,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,9,High,0,Not Prefer,1,Low,0,Not Prefer,"5,0,0,1,9,0,1,0",1,2,1,1,Moderate,Low,High,Low,VV,Input,Interactive code
384,1,earist,4,1,cs,3,2,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,11,High,0,Not Prefer,3,Low,0,Not Prefer,"0,5,7,0,11,0,3,0",2,1,1,1,Moderate,Moderate,High,Low,VV,Input,Interactive code
385,2,arellano,2,1,cs,3,2,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,3,Low,"0,5,5,0,0,1,0,3",2,1,2,2,Moderate,Moderate,Low,Low,AR,Processing,Concept Mapping
386,2,arellano,2,2,it,1,1,1,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"1,0,1,0,1,0,3,0",1,1,1,1,Low,Low,Low,Low,AR,Processing,Individual Learning
387,2,arellano,2,1,cs,3,1,3,Low,0,Not Prefer,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"3,0,0,1,5,0,0,3",1,2,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
388,2,arellano,2,2,cs,3,1,0,Not Prefer,5,Moderate,3,Low,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,3,Low,"0,5,3,0,0,3,0,3",2,1,2,2,Moderate,Low,Low,Low,AR,Processing,Concept Mapping
389,2,arellano,4,1,cs,1,1,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"0,1,5,0,5,0,0,3",2,1,1,2,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
390,2,arellano,2,3,cs,3,1,0,Not Prefer,3,Low,3,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,3,3,0,3,0,1,0",2,1,1,1,Low,Low,Low,Low,AR,Processing,Group Coding
391,2,arellano,2,1,cs,3,1,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"1,0,5,0,7,0,3,0",1,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
392,2,arellano,2,1,cs,3,1,0,Not Prefer,3,Low,3,Low,0,Not Prefer,0,Not Prefer,1,Low,1,Low,0,Not Prefer,"0,3,3,0,0,1,1,0",2,1,2,1,Low,Low,Low,Low,AR,Processing,Group Coding
393,2,arellano,4,2,cs,3,1,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,5,Moderate,0,Not Prefer,"0,1,5,0,9,0,5,0",2,1,1,1,Low,Moderate,High,Moderate,VV,Input,Interactive code
394,2,arellano,4,1,cs,3,2,0,Not Prefer,1,Low,9,High,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,7,Moderate,"0,1,9,0,9,0,0,7",2,1,1,2,Low,High,High,Moderate,SI,Perception,Practical Lab
395,2,arellano,1,1,cs,1,1,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,"5,0,3,0,0,3,0,5",1,1,2,2,Moderate,Low,Low,Moderate,AR,Processing,Hands-On Labs
396,2,arellano,4,1,cs,3,1,11,High,0,Not Prefer,11,High,0,Not Prefer,11,High,0,Not Prefer,9,High,0,Not Prefer,"11,0,11,0,11,0,9,0",1,1,1,1,High,High,High,High,AR,Processing,Collaborative Projects
397,2,arellano,4,3,cs,3,1,3,Low,0,Not Prefer,0,Not Prefer,7,Moderate,3,Low,0,Not Prefer,0,Not Prefer,7,Moderate,"3,0,0,7,3,0,0,7",1,2,1,2,Low,Moderate,Low,Moderate,SI,Perception,Coding Pattern
398,2,arellano,2,1,cs,3,1,0,Not Prefer,5,Moderate,3,Low,0,Not Prefer,0,Not Prefer,7,Moderate,5,Moderate,0,Not Prefer,"0,5,3,0,0,7,5,0",2,1,2,1,Moderate,Low,Moderate,Moderate,AR,Processing,Concept Mapping
399,2,arellano,4,2,cs,3,1,3,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,"3,0,1,0,1,0,0,5",1,1,1,2,Low,Low,Low,Moderate,SG,Understanding,Holistic-Problem Solving
400,2,arellano,2,1,cs,2,1,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,"9,0,7,0,3,0,5,0",1,1,1,1,High,Moderate,Low,Moderate,AR,Processing,Collaborative Projects
401,2,arellano,4,1,cs,3,1,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,3,Low,0,Not Prefer,"0,5,5,0,0,5,3,0",2,1,2,1,Moderate,Moderate,Moderate,Low,AR,Processing,Concept Mapping
402,2,arellano,4,2,cs,3,1,11,High,0,Not Prefer,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,"11,0,0,5,7,0,7,0",1,2,1,1,High,Moderate,Moderate,Moderate,AR,Processing,Collaborative Projects
403,2,arellano,2,1,cs,3,2,3,Low,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"3,0,3,0,5,0,3,0",1,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
404,2,arellano,2,2,cs,3,1,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,"5,0,5,0,1,0,7,0",1,1,1,1,Moderate,Moderate,Low,Moderate,AR,Processing,Hands-On Labs
405,2,arellano,4,1,cs,1,1,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"0,3,5,0,7,0,3,0",2,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
406,2,arellano,2,1,cs,1,1,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,3,Low,0,Not Prefer,"7,0,7,0,9,0,3,0",1,1,1,1,Moderate,Moderate,High,Low,VV,Input,Interactive code
407,2,arellano,2,1,cs,3,1,3,Low,0,Not Prefer,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"3,0,9,0,7,0,5,0",1,1,1,1,Low,High,Moderate,Moderate,SI,Perception,Practical Lab
408,2,arellano,4,1,cs,3,1,0,Not Prefer,3,Low,0,Not Prefer,1,Low,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,"0,3,0,1,3,0,7,0",2,2,1,1,Low,Low,Low,Moderate,SG,Understanding,Structured Outlines
409,2,arellano,4,2,cs,3,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,1,3,0,1,0,1,0",2,1,1,1,Low,Low,Low,Low,AR,Processing,Group Coding
410,2,arellano,2,2,cs,3,1,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"3,0,0,5,1,0,0,1",1,2,1,2,Low,Moderate,Low,Low,SI,Perception,Coding Pattern
411,2,arellano,2,3,cs,2,1,0,Not Prefer,7,Moderate,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,7,3,0,5,0,1,0",2,1,1,1,Moderate,Low,Moderate,Low,AR,Processing,Concept Mapping
412,2,arellano,2,1,cs,3,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,3,Low,"0,1,3,0,1,0,0,3",2,1,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
413,2,arellano,2,1,cs,1,1,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,5,Moderate,0,Not Prefer,"1,0,7,0,9,0,5,0",1,1,1,1,Low,Moderate,High,Moderate,VV,Input,Interactive code
414,2,arellano,2,1,cs,3,2,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"5,0,1,0,5,0,1,0",1,1,1,1,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
415,2,arellano,2,1,cs,2,1,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,9,High,0,Not Prefer,9,High,0,Not Prefer,"7,0,9,0,9,0,9,0",1,1,1,1,Moderate,High,High,High,SI,Perception,Practical Lab
416,2,arellano,4,1,cs,1,2,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,1,Low,0,Not Prefer,"0,1,5,0,0,5,1,0",2,1,2,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
417,2,arellano,4,2,cs,1,2,0,Not Prefer,1,Low,3,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"0,1,3,0,1,0,3,0",2,1,1,1,Low,Low,Low,Low,AR,Processing,Group Coding
418,2,arellano,2,1,cs,3,1,0,Not Prefer,7,Moderate,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,7,Moderate,0,Not Prefer,"0,7,5,0,0,1,7,0",2,1,2,1,Moderate,Moderate,Low,Moderate,AR,Processing,Concept Mapping
419,2,arellano,2,1,cs,3,1,0,Not Prefer,7,Moderate,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,"0,7,7,0,3,0,5,0",2,1,1,1,Moderate,Moderate,Low,Moderate,AR,Processing,Concept Mapping
420,2,arellano,4,2,cs,3,1,1,Low,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"1,0,3,0,7,0,0,1",1,1,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
